iteration,curr policy return,max return,median return,avg return,std return,avg rollout len,min mag policy param,max mag policy param,median imp samp return,min imp samp return,min expl strat std,avg expl strat std,max expl strat std,expl strat entropy
0,150.12487555526474,335.054769659544,155.43571716205827,161.6266753950858,43.86323571809104,1429.93,0.19669525213238326,-0.7382991190821907,277.61808958794524,247.84132924038732,0.3593159006170332,0.47175069958494326,0.6035753200641657,-5.473889228016407
1,149.530286567688,465.0354070027552,134.35146768947877,138.44336706274672,79.26754590515363,1182.08,0.31794475430060687,-0.9014736200591595,400.068316836749,271.39817007367526,0.11471121552521685,0.43804470849365523,0.6852015791093409,-6.947814625103829
2,148.93496005074823,556.3008294095252,146.5997737082051,159.9647311256253,76.02011332738368,1360.32,0.2528722179146997,0.7050077447512269,303.4577889456948,293.38470455060735,0.06705000510892871,0.44409188627839435,0.8152219696442332,-7.703147804693106
3,188.26830148571293,505.17281433357425,193.12364512219108,197.2617408362868,89.06463394488695,1357.29,0.07687289737027943,0.6650314896403382,372.92133948362795,352.59433218261535,0.0801302897146913,0.5121181119391621,1.128213142083248,-7.259549146499877
4,182.9471185781296,371.2300371207149,135.09335673652657,150.45172856574663,75.15452751320176,1235.19,-0.004443664322004814,0.7595751315542014,337.2440316854903,306.2678113362926,0.07318457073874732,0.43291144852109426,0.8340775112874792,-8.302610480018874
5,153.20228661753524,563.2984211006886,132.04529100405472,141.61683247050962,75.58988145534498,1307.19,-0.08203048580662642,0.6974033227487071,310.27594331028945,243.56521949640438,0.04244803630413301,0.5148560208651737,1.1436842443690036,-8.353593714139157
6,183.9048840332145,378.54149806974175,123.8411323779599,140.95900251588603,79.8602925020066,1290.56,-0.07113216297976206,1.046182570445776,347.5442689590729,305.41779541899706,0.05385772324231596,0.3567181985922802,0.6379413907379674,-10.717131907223509
7,310.2671907020682,599.1047854998924,205.0852966448836,199.7929734936856,105.82142366404271,1322.45,-0.06543103180222778,0.9994127130399832,455.0477799183144,410.66682586396615,0.057023182149773,0.29520478621907986,0.7896874512274876,-12.28693380370537
8,319.51402311446805,556.3817762119758,257.4677575882218,231.53554919726122,116.62132126407808,1337.63,-0.10548689406254082,1.055719615075219,457.076149206731,448.6555914568452,0.06435999983749457,0.2844549240826291,0.8564790538556386,-13.15673035065267
9,241.25236014144696,425.6144739985506,222.7152863538148,216.87149574831975,102.11110254677975,1388.67,-0.014144036331701762,1.114527021937856,414.2104852517899,396.93967319113665,0.030830492821130435,0.17568519922109094,0.4673298070599544,-17.64663492994857
