iteration,curr policy return,max return,median return,avg return,std return,avg rollout len,min mag policy param,max mag policy param,median imp samp return,min imp samp return,min expl strat std,avg expl strat std,max expl strat std,expl strat entropy
0,201.51010374297323,481.91397748841507,195.41435304876597,229.5752335994184,82.19765329532561,1489.24,-0.00734435875308745,0.9725527863851031,431.2059852855055,348.1304334018027,0.26117718017273456,0.3517329804028347,0.43500300877773845,-4.984078913207931
1,551.2860986990042,557.6143105156148,220.34586233092847,248.71851497561394,116.96936820870467,1414.7,-0.013267524355617769,1.1107480181938783,480.6662275256523,451.16286020443613,0.15859768809666783,0.29235981565588764,0.4459486752586066,-6.337372454316716
2,416.02540391103514,575.9136770305716,331.009620384236,345.3509859973345,101.26960946364062,1422.34,-0.08453549442864883,1.0063610020375167,551.0447479586556,495.78776058669536,0.10071367091224048,0.3291883126288972,0.583305800050025,-6.305627033455963
3,422.6956306039491,613.6419802987914,299.55491287548284,286.1988313206793,144.72849225846886,1314.4,-0.03087835339815411,1.028933052304543,564.6030359055273,470.564805096707,0.07631986184876599,0.24544276133028883,0.4747314098932945,-8.083518571289146
4,583.1049962689854,544.7898322414693,310.86531669214736,306.3067785792761,125.75293038269815,1368.82,0.09887143084455847,1.043413879783231,513.2402790173508,501.9903770749944,0.03605977232224672,0.15068638674017523,0.4465978792032232,-12.347095869360825
5,595.0494441557712,603.5078054826481,387.8431433368706,408.77821932495993,96.97192395106511,1436.98,0.09852224291529452,1.0384131522374567,595.6012375537773,590.7957508046635,0.03828441420440695,0.08634402633580947,0.13504651489759145,-13.96125806779415
6,523.3331583168497,584.9228955070528,424.2757546123039,432.46287453177484,94.23535114195616,1462.44,0.11781231180846848,1.0395127703502611,575.8749867642243,573.1037799452187,0.034612596936699616,0.06866222168647562,0.10378405043223345,-15.00762689907359
7,411.06071990678515,601.6131250834718,402.8601419602979,433.2650891968402,79.60050845111513,1413.1,0.08815302133533258,1.025476675222433,593.5252168905052,585.9168709802648,0.02,0.05516185351919602,0.11061971258088421,-17.302269632130155
8,417.8663617033568,453.627261014444,401.09967798835044,396.2212974218743,42.486185735851045,1497.42,0.10623825067721979,1.0299740023457886,449.9217030756663,448.3948527527025,0.02,0.05230166545122757,0.1339180884039267,-17.96495249051989
9,433.80253351499823,435.741450625176,409.7336317342109,392.8955693386199,39.88205377828808,1483.16,0.06214759935559862,1.0314413049214908,434.48782451572464,432.6895190355516,0.02,0.03006751824564957,0.0628834284685628,-20.214275612321856
