iteration,curr policy return,max return,median return,avg return,std return,avg rollout len,min mag policy param,max mag policy param,median imp samp return,min imp samp return,min expl strat std,avg expl strat std,max expl strat std,expl strat entropy
0,44.29646131700024,89.23771298394186,27.874279757675737,31.34698406013717,11.342798883103267,808.9842,-0.012536888137202152,0.9144273186768801,52.834206361450434,41.748220267831606,0.9931812977604241,1.2448930840329993,1.5579396521717472,3.9442172866506424
1,73.87765701065095,46.47023445973651,22.882395400921148,23.573331241034847,6.946448973897324,689.9372,0.0008269340480843767,1.0409481933092766,37.998382349102556,32.25336309543779,0.5638933139364708,1.097115480280239,1.8604735626917739,1.8667901615396747
2,70.86748203569441,71.1468244850142,28.687193055507294,30.86592682239042,9.745109912270134,800.3832,0.05162719942076103,1.0743665148480104,48.61571013027167,42.14518142719716,0.2581506586106372,0.8404951836639488,1.3154647201646443,-1.8044829024676385
3,99.2890851955312,121.85175989471338,33.90971505370154,38.635737903903134,16.83886023473499,1032.7678,0.007617089796993404,1.1687676807224623,66.98613614475323,58.367369060150985,0.2680060077750551,0.6882175252659993,1.4587261555576336,-4.242015770944029
4,69.20299109457956,83.78450573134269,42.815850366079374,45.01364618149722,16.63951980231602,1156.4412,0.008833791251001578,1.5313626384203427,74.77993709451694,68.46299646159872,0.19642996934570722,0.5914849417002247,1.1209029409041475,-6.433909322100757
5,84.10039886186755,131.8525906281244,68.54355697181292,68.47608398753306,22.248630280910394,1319.4798,-0.03312433972680222,1.7923210036085497,105.55521976439373,96.9661402840611,0.1497348763125646,0.482474772436518,0.9947788168651618,-9.424593494979185
