iteration,max return,median return,avg return,min return,std return,num rollouts,avg rollout len,explained var,V-fcn loss impr,avg V-fcn grad norm,loss after,KL(old_new),avg expl strat std,expl strat entropy,avg policy grad norm
13,301.5455690175805,235.85211847192252,236.4053121341577,209.4534794417249,10.212192354865193,537,114.25139664804469,0.9987683581748881,24.16477461168279,0.9999999400580314,-2.705084183811398,0.00797849198797288,0.622760228081409,-0.027595159895963173,0.9224062462519342
14,284.6306511651352,241.39945024645615,242.72041827797662,137.0076097808549,13.376118873520918,523,117.26003824091778,0.997852431213432,16.417483772224042,0.9999999553188278,-2.295820850566141,0.006280182445072873,0.5972635439679416,-0.15571807964677054,0.9440398696536138
15,308.2501189073556,246.39169839654875,249.06800069885097,222.4567547111956,13.539299610538642,505,121.4970297029703,0.9982575294956414,13.212382969577542,0.9999999513529332,-1.9278142906187117,0.004872799683803721,0.578025384139009,-0.2585387964318806,0.9149962746625977
16,338.99036164530406,252.04884184929819,257.7353539447937,223.50042671189453,19.389344313118983,488,125.83401639344262,0.9968986605053541,11.986458684672591,0.9999999663442102,-1.9972045420576117,0.005395313135871654,0.5554717430917447,-0.37394895018505925,0.9655756300425791
17,426.04115195191355,265.67961236257867,277.28361341568433,226.41928405779987,34.562329352258125,458,134.3995633187773,0.990156025117695,22.067952674788337,0.9999999846855546,-2.8595924762743414,0.00601069432465755,0.5359312877990533,-0.48575571314371446,0.9992512623633265
18,503.1086951370371,277.24349313949153,284.72897317697806,110.99329294800559,44.55661454632775,456,135.109649122807,0.9804124883932407,24.029097061849747,0.9999999920382703,-2.8461200826667805,0.003692646830154102,0.5215035182484734,-0.5673009528042807,0.9999996813657424
19,502.04708619981636,305.29412103807596,316.57979536676993,216.97986047933375,56.64437595917791,418,147.62200956937798,0.9801885823285691,46.18863057008843,0.9999999930854827,-4.372778706394137,0.004798086617800929,0.5076938424702001,-0.6537002460711192,0.9999997312923095
20,595.06280307318,363.5980309965746,362.05111591600144,111.92459189456596,73.81000573119636,377,164.0397877984085,0.9670865423068995,77.46062284309805,0.9999999955164109,-6.067934504514313,0.0064689589560338765,0.49030948365700944,-0.7719017180111716,0.9999997975406449
21,939.5461938328708,437.7989617716198,441.56359212698334,125.13014303588618,111.9427624405868,318,196.17295597484278,0.9591261156706162,127.13160035036532,0.999999996857667,-8.132962000546149,0.007273519040996535,0.46962745422461233,-0.9148093908194639,0.9999998446195844
22,1073.5281314048857,489.5618308779875,504.64598310002174,128.0118385366752,138.3848015060448,281,222.0391459074733,0.9687560761517418,135.93561068257418,0.9999999964855287,-8.636269950068284,0.007910008502873777,0.44162499060352395,-1.1002958007544956,0.9999998474401098
23,956.2193045021766,520.0010877801409,537.8676600620931,126.11343813678742,121.11312997029754,269,233.27881040892194,0.9793500950284243,126.38997091342408,0.9999999956139012,-8.24374203755666,0.011021091212010267,0.4148047581071605,-1.2950321880705062,0.9999998453723997
24,1469.6683464090684,650.7052519106073,671.5314395041813,230.17741508025478,195.1365140140249,220,290.8636363636364,0.9773366228506051,147.99761125579522,0.999999996557998,-9.45847224594199,0.011902091996702908,0.3924039984516172,-1.4774896000172881,0.9999998698881555
25,1577.3643014675,719.8524549870476,788.513111016758,345.05124650142335,232.41044550766418,191,335.12041884816756,0.9879644898702534,159.96016029516386,0.9999999942504165,-10.221248828050184,0.009669324247648044,0.3742871067979756,-1.6353778121561033,0.9999998765500577
26,2241.2158371580645,811.5431975911939,888.0559422266529,222.0272667069797,302.21583426054536,171,376.6608187134503,0.9841956051848664,151.13311441327411,0.9999999956996669,-9.7980399549292,0.009466200708521113,0.35300591734088854,-1.8297719061284852,0.999999885679175
27,2027.6389866419727,902.7604970513743,979.0749142943035,230.39056572890362,319.4382474246025,156,413.85897435897436,0.9732818915632722,134.847549966666,0.9999999968532354,-9.242656249274603,0.00759463139045127,0.33869428766540466,-1.969939017130403,0.9999999015400346
28,2776.6042075860296,967.8597193923507,1086.155435469226,550.1735313165084,405.7815531325207,146,453.25342465753425,0.9822323824921733,133.4606137129265,0.9999999957614656,-9.414490766806317,0.008830410431903772,0.3165116993059485,-2.188416591781726,0.9999999022893168
29,3489.1481196339864,1040.7765329508852,1187.603310577924,366.02283441652526,469.10426533810744,133,493.17293233082705,0.9873413067915817,124.0999996922279,0.99999999475291,-9.066599230864153,0.013623761813233725,0.29219487572249364,-2.411056316766367,0.9999999043585327
30,2941.9344767313423,1096.321296691712,1221.7672948084007,331.50587525718197,458.50395878276385,135,495.77037037037036,0.9912724478136868,124.46252160066194,0.9999999953650536,-9.140828210840382,0.008133279183832751,0.27336548855692466,-2.6030650437513416,0.9999999068594468
31,4476.945519857975,1190.2257927306032,1375.064221461498,334.6908166913355,602.7065103936832,118,559.271186440678,0.994431411156667,112.76999880249254,0.9999999942758704,-8.807753750997765,0.008104567140153245,0.25415413908883044,-2.8191205952425693,0.9999999048912022
32,5342.832794128724,1381.4694648139734,1549.726031964064,375.0122643292614,755.2084970379675,104,632.6634615384615,0.9943625614336359,99.89746853217424,0.9999999946959313,-8.279494836065664,0.008273248580061466,0.23722401727383058,-3.0319818336998607,0.999999910301709
33,6882.0381938600585,1557.588248897379,1945.4909660130766,469.32915426238225,1206.780817764044,91,805.3186813186813,0.9917920795759161,89.17797624133686,0.999999994316104,-7.934390711048775,0.011367761776828293,0.2205078492471618,-3.2382118369809247,0.999999913787168
34,7248.809236322127,1993.3872537844586,2464.5015841117392,817.478960600276,1420.904546098441,74,998.0540540540541,0.9953190940108979,112.50285705607398,0.9999999953688314,-8.940669283647903,0.009968949816303299,0.2049408557216926,-3.469933384903453,0.9999999262785172
35,5682.692504467479,2022.617761049753,2325.070320405804,361.1568412343819,1184.3837898986737,81,933.1851851851852,0.9832148146946028,95.52585749595272,0.9999999970664577,-8.051784986299312,0.0067758690422310515,0.19322215048556154,-3.6398628262437875,0.9999999375595704
36,7084.174446087588,2966.861666325023,3374.991543352748,896.7709624945877,1957.0536448928667,59,1387.050847457627,0.9698710667711284,71.82483654456334,0.9999999958510911,-7.253509011728803,0.00826613245133686,0.1836706810594669,-3.8020182829848665,0.9999999406189903
37,7196.585597294366,3171.169165536887,3353.520329452713,364.46946102773353,1906.835670375668,62,1375.8548387096773,0.9319839850650317,70.29240922176098,0.9999999983802415,-6.29839361522027,0.007884487472495165,0.1765321779285316,-3.932677127883198,0.999999953317329
38,7372.092555695876,3256.5654093315443,3953.516915079809,893.5704104412573,2306.0051841971317,50,1604.52,0.9387606305306622,61.85611890549251,0.9999999960417716,-6.58708215263895,0.004186414043489781,0.16913067953652705,-4.0700468247760515,0.9999999525429846
39,7318.998167211591,4819.841679376004,4695.463043827222,1377.1920357029187,2261.5970033894037,44,1905.0,0.9229054156891423,49.34433524452811,0.9999999968762969,-6.303080771333356,0.005009495325441043,0.1630076241719656,-4.196096024465621,0.9999999543501806
40,7384.283097382846,7152.077472972413,5512.375676124293,353.69416471345437,2217.0667261396293,40,2266.225,0.7590422224542355,43.090101758254036,0.9999999972891244,-5.028583451157566,0.007897190758945169,0.1586729067926744,-4.285057534562544,0.9999999672115072
41,7536.247678249586,4692.683757153014,4798.9078101663235,476.871051578502,2400.33555306136,46,1938.4130434782608,0.7844884601257378,59.69995319559541,0.9999999991949524,-4.930776581627379,0.005429394727266428,0.1547644337142331,-4.365852311837431,0.9999999712180923
42,7502.776222240001,6757.085637847657,5410.664066930864,1138.5299751913408,2311.4353364224835,40,2182.175,0.8351723976424035,30.12041462374549,0.9999999976548517,-4.817085608578375,0.009787939029604878,0.14930132488353498,-4.4736988988186575,0.999999967726222
43,7581.994006040555,4802.927085341264,4486.537795307754,366.8089399654682,2553.766799172399,49,1764.1020408163265,0.9153721022023128,48.58175546789715,0.9999999981500313,-5.350868126742006,0.005837122089866198,0.14313861015952042,-4.60673965203479,0.9999999649302461
44,7582.726881316047,5428.729622883344,5071.395825567144,1048.2863943703874,2401.532656476178,42,2006.357142857143,0.8870238800838844,30.917660836177106,0.9999999973889672,-4.5596010083859655,0.015567951331975177,0.13739861918438281,-4.733023786375414,0.999999965462647
45,7361.71163605246,7216.166206598322,6462.799577430641,1694.4254231867494,1698.400380854373,35,2663.0857142857144,0.6043225955969833,14.11070451075102,0.9999999965479595,-2.6050068515862193,0.011843700222015873,0.1353832366371976,-4.7838376656670505,0.9999999720218589
46,7625.814814679987,7464.512517834581,6031.830302810464,378.347777032537,2365.5115523119644,38,2402.5,0.7528037488532531,24.021894580662092,0.99999999804355,-3.5741454988212276,0.006308027557349318,0.1318298449664186,-4.8698281334353695,0.9999999726498806
47,7555.165019452288,7487.431095167446,6467.703415235086,1047.1464117241344,2088.8330523445593,36,2581.9444444444443,0.47071289618281253,20.96614197666588,0.999999998300894,-2.970800717322503,0.00613732588594368,0.12892012321281413,-4.943081391283114,0.9999999759637472
48,7892.806265140192,6610.4769832277825,5162.6721295589805,370.1841047395156,2903.312395198755,44,2002.2727272727273,0.6201925524130047,48.24613091892945,0.999999999297357,-3.2255611977505905,0.006531210265020805,0.1269479595121456,-4.9998237357905335,0.9999999805718953
49,7886.462542993077,4727.455392420625,4776.993702027144,374.20819252313777,2827.0490560305784,49,1837.3673469387754,0.6164111591182785,35.92937737083798,0.9999999995545341,-3.095528913089308,0.0077063429623916565,0.1251558743013432,-5.045209613646188,0.999999981609015
50,7703.5393205103865,7615.965266111358,6400.3011218109405,1072.8611437195416,2288.3922553086454,37,2504.7297297297296,0.6851429686284429,24.87837898227872,0.9999999974831878,-2.8651631162769933,0.010275914625437624,0.12311767702748304,-5.112709048686622,0.9999999768761698
51,7643.029220383296,7534.940648652543,6914.106655238595,1769.8441061544474,1596.8070023443051,34,2746.176470588235,0.3698357464583354,8.730398953269628,0.9999999963335284,-1.9433891240727543,0.01317692949087385,0.12181652486420728,-5.156956824722457,0.9999999783670551
52,7812.35797669592,7603.1605083864415,6690.22330696597,1222.4970306195478,2044.7106381755082,35,2624.7428571428572,0.4439148372575731,12.244504406825058,0.9999999978033244,-2.156195963839905,0.009476756449895719,0.11913691347859927,-5.216756116177178,0.9999999790695703
53,7795.857157042549,7665.677980607179,6266.6339746194735,518.278826735015,2371.1864448607976,38,2426.842105263158,0.6196414309988288,8.329832395476956,0.9999999980087312,-2.413410069465221,0.009455647497801657,0.11634190808301048,-5.286708345276862,0.9999999785057659
54,8069.663148511105,7053.899668093512,5425.910856185938,520.0877452342346,2694.4639398019135,43,2035.3255813953488,0.810103048256137,27.569712746370442,0.9999999987266939,-3.3520917493542814,0.019509738665248313,0.11341581328802186,-5.370445494087853,0.9999999795905617
55,8197.502558926586,5706.799894876271,5193.626403812591,1111.624721761521,2613.9359682261947,46,1920.804347826087,0.9129372997168647,26.526953715068544,0.999999998683314,-3.9551135152556887,0.016158150909912534,0.10987850515841956,-5.478717104238886,0.999999975220634
56,7873.482138362528,7721.624206406905,7208.830802792448,1720.9814591045165,1505.8117722999523,33,2787.3030303030305,0.47412687467825676,9.978493914000296,0.9999999975027185,-1.563115745534462,0.02594869996425266,0.1082253365493114,-5.526476429985895,0.9999999805368366
57,6921.956234350263,6761.902145940544,6709.062329613872,6226.402809386497,172.77231584404126,31,3000.0,0.08498216718964158,34.74202055574665,0.9999999959825793,3.3427194479231406,0.02232811509775931,0.11733302870559499,-5.277060914584265,0.9999999746488744
58,6415.559395707043,6071.772099647593,6095.303426766356,5868.226579345022,153.23525154029136,31,3000.0,0.20261436972412916,51.877885701005994,0.9999999970647461,5.515156707468538,0.02760130290296627,0.13023126151127207,-4.956102662501536,0.9999999735143366
59,6981.1119732419775,6410.528265501389,5338.676820911485,367.1580576443338,2189.652077940391,38,2463.7368421052633,0.2997927387329119,123.5755784607162,0.9999999990943945,4.098500306529933,0.015179577586281872,0.13749704418203784,-4.759786039431328,0.9999999731062522
60,6780.215130790288,6263.667443978512,5984.958663417002,1179.2176305961839,1260.7372454749866,33,2822.5454545454545,0.4564293405016693,49.17074192608629,0.9999999978726912,3.6954685382497607,0.010749455729115216,0.14256411752125134,-4.629739133092269,0.9999999667470466
61,7099.456280935261,6573.079856006076,6431.021812215927,1319.6965133110107,966.6650119734278,32,2921.84375,0.390779943452053,16.744054258017513,0.9999999975079373,2.55960283298329,0.011602477819150204,0.14635638455338115,-4.531719751056649,0.9999999650033751
62,7240.659114163158,6984.732514733472,5550.803088601585,384.5379676979854,2351.9449747941635,39,2359.2051282051284,0.6092389846738144,20.52306094202322,0.999999998837032,1.1831826788993505,0.005509983283805487,0.14837079933340885,-4.495571868460045,0.9999999670661471
63,7599.171743164439,3741.596123488689,4688.17700257355,377.6431440754919,2372.0379922136485,45,1868.0666666666666,0.8631872295237635,19.15944480266114,0.9999999989897633,-1.1852686596026423,0.006790192596786965,0.14633763901060537,-4.5433609944121525,0.9999999656762242
64,7468.802624840189,4163.46085348202,4335.954596033085,383.41212546907263,2576.152196466912,51,1762.5098039215686,0.7680764919262855,45.18450790841541,0.9999999995218322,0.24491545324710953,0.013125668886305857,0.145285425131535,-4.570775325087565,0.9999999723901629
65,7294.585508583107,2147.009772001781,2346.503326707987,392.61960639004803,1134.1193334497145,87,859.0459770114943,0.9863809122038381,128.544930212798,0.999999999124158,-5.012432912943464,0.0048348991550332876,0.1405092945918787,-4.689118773340855,0.9999999559296926
66,7878.5389231792105,2388.6430866227192,2577.7960444125906,387.3120222042675,1182.9188697837533,76,946.2105263157895,0.9830720159176449,65.86625733864796,0.9999999991796803,-4.8970866908258355,0.006824931617613189,0.13587556600899997,-4.799858054668551,0.9999999587725147
67,4186.278013244978,2115.2733045826603,2197.4731799410847,390.4447822303214,872.9032059668413,89,792.1910112359551,0.9756142643713528,75.68500287732826,0.9999999994312254,-5.049400774270527,0.006081376527065981,0.1315029680268745,-4.903767769677836,0.9999999675809704
68,7892.157655246332,3294.222425314769,3434.5038191988997,833.7242170211463,1618.6963021716522,61,1274.377049180328,0.9399448615183741,70.77844636004784,0.9999999996603866,-4.048251339953029,0.004413945081838076,0.12902821411669613,-4.977198189998312,0.9999999715802164
69,6855.401969318679,2922.2007937111907,3021.573386602155,793.4315854371732,1404.2858961235086,69,1111.0869565217392,0.9417425284224996,80.18365769433706,0.9999999997595531,-3.7673670495739917,0.0035924365281084394,0.12649020379696008,-5.049666445868528,0.9999999756388442
70,7875.952557978627,3937.0428607658832,4152.682336718608,387.72637281978075,1831.80334164379,54,1537.5,0.9432955190394855,51.67825079872017,0.9999999995807082,-3.8881297814125446,0.010117282280756612,0.1228255812167315,-5.1519939481680606,0.9999999704012216
71,6580.233525219845,2815.9856145706053,2919.684317668315,1270.6279448089758,1074.9930939057876,66,1064.4848484848485,0.9563851480393742,49.57651810733421,0.9999999997658698,-3.4582903958413036,0.009790521497863174,0.11943855801431975,-5.240323220140096,0.9999999749346824
72,7808.984292725099,7553.389462652045,7171.906549225889,2349.239129173483,1229.0491695988574,33,2831.242424242424,0.45946605905431914,12.859491967673875,0.9999999972330282,-0.2165362247697449,0.01883725118496376,0.11968999523151602,-5.227572076515491,0.9999999755243144
73,5391.508804366585,2439.124293768268,2541.497918077082,1321.791232629126,732.0404443947051,77,916.5974025974026,0.9971446751199682,36.465650156003655,0.9999999982162072,-3.4237472642263467,0.004598981443130182,0.11539008427081028,-5.339956580754933,0.9999999470820933
74,3762.7925008367483,2163.2225742389746,2298.2477129624153,1432.8186853323377,521.076804182669,85,816.7764705882353,0.9974495377453441,27.71394488068887,0.9999999983996314,-3.650419326264495,0.009114270351094621,0.11066405258646084,-5.475496512802266,0.9999999491409559
75,8051.799283398832,4612.797554176395,4992.16787136233,1527.4041133395217,1802.1789380171651,45,1828.6888888888889,0.9784899068752544,25.134191460026045,0.9999999984887356,-3.4107363171525518,0.008206764758044709,0.10705010621870463,-5.584474193021515,0.9999999592936066
76,8080.687853846737,7706.546801778304,6868.08937350143,2106.1791226787636,1678.6332172058596,35,2638.542857142857,0.6601713506489024,16.44258270637988,0.9999999984783186,-0.31450182175150015,0.017017202359038353,0.10638473013044418,-5.610026205703235,0.9999999789703266
77,7122.892115846451,6951.283836139151,6961.587307559557,6729.382569062262,80.36166288161179,31,3000.0,0.08783363356696061,23.76765918005583,0.9999999971062776,3.0182846665609615,0.015458337331341972,0.11254280734723332,-5.402219306863374,0.9999999741106806
78,6786.694751311807,6487.116260247201,6452.073448394712,6108.546064699996,171.24599440766403,31,3000.0,0.2169558150595292,36.133642210199014,0.9999999974171733,4.506984403298439,0.027724331202986622,0.12292254321243011,-5.126490680548622,0.9999999729286426
79,7752.663316438254,5954.135930722482,5752.254749595594,2140.1821509382116,1857.9337121352362,40,2226.075,0.8937068918727221,34.26833110377919,0.9999999970773493,-0.5361188340095381,0.009241608182744028,0.12278287254935562,-5.126405395129451,0.9999999632861796
80,7980.827202057718,4883.272243436148,5258.222179148223,1727.6373862399132,2004.0384227291286,44,1975.3636363636363,0.9522282161306024,16.01048436583318,0.9999999981397313,-1.7186892975368526,0.006679924655554963,0.12043166204204626,-5.188668425199477,0.9999999575445282
81,8238.943002117105,3821.055369505317,3995.8031194928913,1422.2907267698538,1752.3666710254042,58,1436.9655172413793,0.9923726253371575,35.34651797107415,0.999999998719084,-3.3634175235320294,0.005945383552857171,0.11643833985199102,-5.3028343085643534,0.9999999470420045
82,5674.838928007233,2468.148669544227,2510.027486382281,396.00219958017067,914.784292157506,82,883.1829268292682,0.9777328639592499,109.58794015148362,0.9999999997045892,-2.8802719711667075,0.0038496507169944955,0.11380444142591273,-5.376628299668861,0.9999999719699316
83,3127.9494433448926,1991.9382005331781,1996.3104290760546,570.9435106716071,456.83314624851585,98,692.2755102040817,0.9824102929563656,41.104680082898795,0.99999999963855,-2.9462839924191737,0.006163418356441062,0.11045687359634987,-5.469832101658556,0.9999999706335612
84,7919.556745710295,3747.2951943976523,4217.196271892261,1854.6461025543101,1419.8862096958012,54,1476.7407407407406,0.9942763934104794,40.46104371572724,0.9999999988449321,-4.411958777948532,0.010660867752846838,0.10356824931967439,-5.662558841883721,0.9999999554840437
85,3975.64913374174,2189.933228601527,2302.719180008563,1562.507844122708,462.31630863460987,89,791.876404494382,0.9942514414903546,31.250491993313616,0.9999999992402118,-3.7663257891621438,0.00577152556921695,0.09851703562604525,-5.817060395002672,0.9999999619596642
86,2997.6119931878875,1942.0502478429903,2015.8090342149194,1227.4921640840928,356.7267001001762,98,691.8061224489796,0.994278883625339,19.77655495396924,0.9999999993623678,-2.79415421170332,0.010258835539512788,0.09545808025204718,-5.930028807733686,0.9999999640265772
87,8039.928468002689,3834.6598435757815,4268.665669402745,1947.6878976420626,1619.695314639371,53,1488.3962264150944,0.9901474925707924,33.87687191112664,0.9999999990565562,-3.5711707341560888,0.010066301562017337,0.09059247187226539,-6.09698519216648,0.999999964478058
88,8568.681615725642,4257.520102331664,4569.2641417254,2140.51057842248,1514.7480440297836,50,1592.0,0.9886917358523589,23.57220551787904,0.9999999992012669,-3.6317271960473887,0.01000564651769593,0.08644081185164255,-6.25358860820584,0.9999999669476252
89,8494.23303541601,4089.8710392744506,4554.329807532699,1539.1007464279526,1505.9776265547273,51,1576.1764705882354,0.9847809615796193,23.351183300726404,0.9999999994776547,-3.677984680844132,0.008519358444936408,0.08388538071947722,-6.367685203224147,0.9999999717653983
90,8604.778360685466,4628.485381953561,5077.715042246929,2370.8099284977816,1684.6463941207476,46,1752.7391304347825,0.974594678847035,27.89851759263317,0.9999999994859377,-3.532444942511232,0.009844618668989773,0.08042291706010458,-6.5045451743199845,0.9999999779117543
91,5461.6402923518945,3404.8223614954986,3596.118071656158,2217.50431016973,840.4436341630699,61,1238.1475409836066,0.9948267313688695,17.150856269067575,0.9999999991060884,-3.0050122055910755,0.008822108186257133,0.07767894050039469,-6.6245820857633895,0.9999999680587242
92,8501.7851812438,8305.8244375455,7623.764233407182,4045.248587655442,1345.9119220901455,34,2715.1470588235293,0.7782174711831238,10.673480772043945,0.9999999984358381,-0.6509756571977398,0.011954793235776705,0.07772331580341815,-6.625719759805996,0.9999999846810426
93,8632.661141018038,6693.816524522375,6660.211224464635,3337.46931941669,1724.4005237444944,38,2339.842105263158,0.9214935214309212,8.185251243747814,0.9999999989158321,-1.5436773420009715,0.011761299254515847,0.07643868706723624,-6.673893831662523,0.9999999813589635
94,8532.192650313471,8254.791126993121,7222.053375950099,3363.1462153753546,1654.4064797257504,35,2568.2571428571428,0.8529404904817285,2.724230490283958,0.9999999984125767,-0.5401366522488825,0.010104964204834057,0.07564327540831677,-6.689123744679716,0.999999983314627
95,6957.051183634188,4277.117038004756,4346.450663216928,2029.4482848550228,1081.2787855305608,53,1490.7924528301887,0.9986007250537278,22.15502266435744,0.9999999987689808,-2.8822050212944803,0.008563637958994242,0.07273962516067921,-6.823992959109837,0.999999959855713
96,5471.824881194774,3314.521355683607,3540.724413522697,2236.7776595727546,703.1356898468863,61,1196.5245901639344,0.9956719680241255,24.350531620305794,0.9999999993240177,-3.2609675968650964,0.010651783460619594,0.06988121156085352,-6.955909656549489,0.9999999729399387
97,8902.955215876935,5298.943905989429,5827.360537429549,3001.6675636800683,1861.5619580375906,44,1966.75,0.9716969685335578,17.294828806118403,0.9999999994186479,-3.338744481522615,0.010154191848686028,0.06745435214743284,-7.082474932179034,0.9999999820007005
98,8849.766280084757,8595.780610047375,7393.474461652591,3336.484151698516,1680.4151186680817,35,2532.285714285714,0.8677333375744299,8.21625203123972,0.9999999989939105,-1.5938953578678585,0.01711343607760188,0.06608281820767732,-7.1471590791908834,0.999999987500021
99,8375.806196408577,8300.981152068838,8309.173946586317,8250.872022025642,33.08719796172693,31,3000.0,0.054549745965324026,7.82441877211113,0.999999997328835,1.6860948980780932,0.06929131447349218,0.06803084509176528,-7.016308757102003,0.9999999887328561
100,8639.314833941771,5768.65634722218,5946.0391582289985,2826.938864264112,1731.1732745941035,43,2064.6511627906975,0.9680899766029392,63.730347847296684,0.9999999991546916,-1.2820977323278164,0.00846887175994107,0.06723234034672622,-7.060771127554252,0.9999999792390345
101,5011.678345166088,3201.934025224632,3288.5642046339904,2194.076482563985,588.5312808356161,65,1117.3538461538462,0.9982911546060007,20.182498053996586,0.9999999991587706,-1.7869693786754102,0.01329679095071404,0.06540295119971397,-7.153929838804771,0.9999999665282993
102,5962.999520563257,3827.3582821786777,3979.1902279721876,2198.85252403629,877.4417739803953,56,1358.4107142857142,0.9986086844715782,8.246861013914646,0.999999999067236,-1.6176627140932254,0.009220624162876874,0.06360818524962326,-7.244589381418113,0.9999999616930696
103,7910.193242555085,5038.634606757436,5064.5550008618475,2456.3468838599115,1275.2646190026048,47,1735.5531914893618,0.998669325847924,5.8640233143724085,0.9999999988990964,-1.7043059668994573,0.008057944560365559,0.06149242536065857,-7.357257843784467,0.9999999602971884
104,8802.00884684856,4815.583336137698,5548.145570298768,2513.2839586337923,1784.1985139001426,46,1900.5652173913043,0.9901882557141093,4.250964866297053,0.9999999990791879,-1.6911240694360894,0.010452492068701247,0.05973077599318672,-7.453128642620008,0.9999999735948789
105,4995.169601287373,3367.045766064498,3501.5397016246498,2501.089576011156,589.8777295547072,63,1185.5396825396826,0.9984977529496682,6.231605929450335,0.9999999992390031,-1.757987739087412,0.008862791468271045,0.057781037579547924,-7.563052811553588,0.9999999674306537
106,3842.8261492889706,2709.516253705,2754.605347079868,2011.5999399524585,393.49541473202885,76,923.671052631579,0.9988278377938165,8.744156160036791,0.9999999992622456,-1.8516887534841686,0.015015728969369351,0.05596693724895029,-7.678582494411586,0.9999999708487193
107,8723.956695708348,5167.849503148271,5296.611359194016,3190.6349171888864,1203.872475940113,46,1787.4565217391305,0.9952380566019715,10.114198127347102,0.9999999990484909,-2.2961719818000077,0.009932485625965475,0.05337946577316718,-7.835066964071476,0.9999999757414489
108,4915.7421886457805,3453.5680778101796,3529.793289139783,2230.2047469119907,596.668095964294,63,1173.6825396825398,0.998804318040046,19.650201559152674,0.9999999992501493,-2.9267395249221435,0.019389613902867132,0.05094368380397074,-7.989817872364597,0.9999999779579012
109,8938.487145171552,4722.634139582691,5073.636714189083,3349.4819144760218,1228.9068599423742,49,1693.9183673469388,0.9974726944057588,13.37344936426214,0.9999999992470304,-2.766528908051583,0.02289918998400968,0.04854283173019606,-8.154170703188871,0.9999999803734717
