iteration,curr policy return,max return,median return,avg return,avg rollout len,min mag policy param,max mag policy param,min expl strat std,avg expl strat std,max expl strat std,expl strat entropy
0,906.3857418797656,1151.1999724488423,849.6436463311456,848.1163369061569,1543.74,-0.06032470479899765,-0.9128244503821423,0.7005923772866345,0.7760098177964923,0.8347067601182941,10.298515486866277
1,1149.5819134270646,1291.7092469899048,847.9118966201765,823.516970644403,1463.85,-0.0552863038111292,-0.8693495748635903,0.6289130253270716,0.7335120496057931,0.8590960079091686,9.529133184904076
2,1173.2651780444394,1236.4810477524238,861.8684465600534,843.1739032833949,1476.68,-0.04651029127868789,0.7001735842203327,0.49225056122173644,0.7272759825817029,0.9170221579246366,9.261636256598052
3,930.892419220677,1145.7739296306247,884.8087107147494,843.7968468217332,1465.67,0.1029263800204692,0.6609270417891862,0.5440319254490072,0.7234987478675965,0.8788526085925653,8.962753716481984
4,1035.199846727463,1432.4137449137834,930.5504203393347,875.1057804262673,1480.36,0.016949051369433935,-0.65532603095248,0.5296440581013903,0.7071376089885786,0.8918836705134986,8.612074056702943
5,1078.85082870971,1383.3630963396313,910.4103460465117,872.4791413185362,1524.2,-0.058505942423950213,0.7103996758086651,0.5333709916804229,0.680639749612499,0.8580860877534282,8.19337906872827
6,1025.2682500789797,1238.7931600599009,844.4458213969264,802.209389488947,1374.34,0.01958413188295406,0.8974377003730358,0.4808323162847806,0.6444815018326168,0.8911158098776957,7.49101877421823
7,1075.609338532309,1432.7806040971536,905.4318772822064,847.9750035871734,1421.5,0.00942681012526524,1.0915807851061523,0.46320242366403874,0.596849604079208,0.8475492590004587,6.830942339821839
8,609.3328366934846,1245.2314510315766,901.372743002782,820.8586730322942,1393.2,-0.10835736291826226,1.059202724846004,0.438801551251931,0.5786656701221946,0.8426048669136508,6.4437764574239385
9,593.5663150751188,1282.4163948717699,909.0998434613969,840.3571438352228,1425.36,-0.1506989811272974,0.9979060081355928,0.4076839985453384,0.5406603920861377,0.7831010351269818,5.839579400576842
10,992.7629415423046,1318.901355474344,919.3041590398441,863.6246739940619,1479.89,0.13697744603552017,1.0607869977974527,0.35641793870398664,0.5252111218402026,0.8200387755655575,5.380680716055166
11,986.8466888776227,1307.9034346544677,917.9603212889756,865.1786320431291,1489.63,-0.036333598819378254,0.9720991966790906,0.32945746449047253,0.5070620944363902,0.7561609188476407,5.073730674517234
12,985.2450104940849,1338.1120486826417,941.408723849568,870.5434658088918,1488.0,0.0030437982237917077,0.9604038642369688,0.28829979601259836,0.507419942135542,0.7961921337545868,4.493911326869885
13,1312.204019782117,1362.271559789227,972.2551276113591,924.3394288973828,1568.98,-0.0740072073262413,0.9566235622138687,0.2877851536652125,0.4873676227589171,0.7869714116394659,4.2078601368901705
14,1318.3499877118356,1443.03853123083,984.0619876400963,949.7287893372248,1587.34,0.07547089110514699,0.8602515795373519,0.24629331915603783,0.45921739239265236,0.6985027894247172,3.2926032120790083
