iteration,curr policy return,max return,median return,avg return,avg rollout len,min mag policy param,max mag policy param,min expl strat std,avg expl strat std,max expl strat std,expl strat entropy
67,5369.904093655783,5310.1238406981665,3583.5854059196336,3584.9023639600573,1000.0,-0.06809443546440828,5.627016924622043,0.22000000000000006,0.21999999999999997,0.22000000000000006,-42.490765713058806
68,5369.904093655783,5235.608397194186,3576.942592438407,3525.1266987147205,1000.0,-0.06809443546440828,5.627016924622043,0.24200000000000008,0.24200000000000005,0.24200000000000008,-39.72677049873339
69,5369.904093655783,6967.699281540636,3580.892384546104,3546.0756962686914,997.4310344827586,-0.06809443546440828,5.627016924622043,0.22000000000000006,0.21999999999999997,0.22000000000000006,-42.490765713058806
70,6967.699281540636,4646.583125892374,3563.17922463625,3198.0143291781246,1000.0,0.03732409906618686,5.401502462283117,0.24200000000000008,0.24200000000000005,0.24200000000000008,-39.72677049873339
71,6967.699281540636,5228.854325736706,3577.09193276598,3487.95928090414,1000.0,0.03732409906618686,5.401502462283117,0.2662000000000001,0.26620000000000027,0.2662000000000001,-36.96277528440796
72,6967.699281540636,7013.346126014776,3572.414548100989,3316.1711035909207,997.6379310344828,0.03732409906618686,5.401502462283117,0.24200000000000008,0.24200000000000005,0.24200000000000008,-39.72677049873339
73,7013.346126014776,5255.005447284302,3613.2435874337993,3383.346217820069,1000.0,0.06632330593507596,5.5566374171781865,0.2662000000000001,0.26620000000000027,0.2662000000000001,-36.96277528440796
74,7013.346126014776,7148.472441817425,3622.2867215366527,3489.785825905825,994.6896551724138,0.06632330593507596,5.5566374171781865,0.24200000000000008,0.24200000000000005,0.24200000000000008,-39.72677049873339
75,7148.472441817425,7252.990853537171,3674.1514021594903,3808.0325561961085,994.6551724137931,0.1474206468357641,5.6892817660763155,0.22000000000000006,0.21999999999999997,0.22000000000000006,-42.490765713058806
76,7252.990853537171,6921.990806034567,3670.9580430864353,3864.036373987275,996.3620689655172,-0.04080034980220534,-5.783942598726014,0.24200000000000008,0.24200000000000005,0.24200000000000008,-39.72677049873339
77,7252.990853537171,7121.516888930782,3641.3867160326,3699.6005910470303,998.7758620689655,-0.04080034980220534,-5.783942598726014,0.2662000000000001,0.26620000000000027,0.2662000000000001,-36.96277528440796
78,7252.990853537171,7086.192760715335,3660.658059407832,3792.2584678349685,997.2241379310345,-0.04080034980220534,-5.783942598726014,0.29282000000000014,0.2928200000000001,0.29282000000000014,-34.19878007008254
79,7252.990853537171,6987.42562087481,3671.5311445118637,3753.0512654353074,996.3275862068965,-0.04080034980220534,-5.783942598726014,0.32210200000000017,0.3221020000000003,0.32210200000000017,-31.434784855757115
80,7252.990853537171,7436.364851682345,3657.9802817723466,3753.649910163345,999.3275862068965,-0.04080034980220534,-5.783942598726014,0.29282000000000014,0.2928200000000001,0.29282000000000014,-34.19878007008254
81,7436.364851682345,5409.93096490226,3647.222492880303,3735.2690565229323,1000.0,-0.026462414114708274,-5.7230759134244655,0.32210200000000017,0.3221020000000003,0.32210200000000017,-31.434784855757115
82,7436.364851682345,5220.317404741929,3657.601349919915,3668.9157144338933,1000.0,-0.026462414114708274,-5.7230759134244655,0.35431220000000013,0.3543122000000002,0.35431220000000013,-28.6707896414317
83,7436.364851682345,5656.426861938223,3656.519150572964,3668.064166498936,1000.0,-0.026462414114708274,-5.7230759134244655,0.3897434200000002,0.38974342000000023,0.3897434200000002,-25.90679442710628
