iteration,curr policy return,max return,median return,avg return,std return,avg rollout len,min mag policy param,max mag policy param,median imp samp return,min imp samp return,min expl strat std,avg expl strat std,max expl strat std,expl strat entropy
10,377.15584033374364,543.0819152837141,336.62659702094567,331.00418522456124,77.7382049349435,1659.345,-0.07455103614706231,1.2126408288263302,462.65412652730816,453.58343349403395,0.06428828021872772,0.2203911737353759,0.5730841380776742,-14.277872394022234
11,430.62509578770283,543.3588982332601,367.17482008578577,360.14393765623214,82.78411528790531,1678.545,0.20446599985301325,1.2321227144127147,506.2147084497317,474.21733210297845,0.045034942163544235,0.16961296724573283,0.46962670935461615,-16.628822212719815
12,438.01436078731194,553.9316235491948,380.39825507635595,377.7142977081067,63.65905514850046,1693.13,0.15214567964573542,1.2594520318721352,494.9180677351436,479.24911562070565,0.034791733687704225,0.1297414530509061,0.3614506780923926,-19.038282565831384
13,442.57954826590486,554.5126195855878,410.5680927740102,411.9836410639793,59.617175052628134,1695.24,0.15916735382455208,1.2248516117337214,532.8891679207395,513.8913505372955,0.0362892355743013,0.09858003535485266,0.24543890157647952,-20.756722808091013
14,464.37045159621147,546.8683561085902,432.4454319674404,427.1836824781346,52.88852136453354,1716.12,0.15090903626835991,1.2479463313784498,524.8154301020847,510.55279211866434,0.026861749040958054,0.078653928104386,0.16720655602945017,-23.106366163015664
15,540.244675188125,560.8188409604652,452.6441755652313,459.0165035316613,48.74138499812111,1727.765,-0.1650457334486078,1.2449582334526448,546.5428299962797,541.1389187853399,0.02,0.06678851312870682,0.15053659255297627,-25.019408073600427
16,477.62833658616825,567.7589974274691,466.8023480721196,472.0807327083,46.114563344706,1715.665,0.10881607135826929,1.232291474695368,553.2925009889003,549.1300006298629,0.02,0.05924942328591122,0.178290159144607,-26.509054354965873
17,492.883079833229,567.1469303148127,475.4046349437841,482.3300910936962,46.12900523240525,1722.8,-0.10208282106538788,1.2561492725164005,558.7144205701602,555.322293946291,0.02,0.051890649811584345,0.12229016394178235,-26.946420081803478
18,474.11073188243864,574.7556703415282,483.3192047385444,485.0511099677935,45.46417854691232,1727.615,-0.084991274708933,1.3468936704460284,561.7153409090633,559.4601989813153,0.02,0.04644388286514366,0.08742591116236681,-27.611796721133906
19,557.9051419963644,571.7967489086005,487.830807847551,492.7708784373419,38.130692327440514,1740.485,-0.08048392462145129,1.342311185057087,561.727119086273,559.1658730638401,0.02,0.04335889938902868,0.08991444099890415,-28.142988636977833
20,537.7316766486633,573.2170968337983,486.85628916553173,488.8589668299508,37.29076601589731,1737.655,-0.06797359900943953,1.3423450483640766,561.8457823846821,559.6959408081735,0.02,0.04337397482088164,0.0989737916769021,-28.413940929188445
21,561.6874933406722,572.3402030281117,487.28246682611314,493.7873700323938,38.98815762713153,1738.19,-0.04769494461932368,1.328827500229889,565.8668442742458,564.2439958724344,0.02,0.038517735596721156,0.09547019361996577,-29.053022727315494
22,566.7494688706745,577.47377887508,484.76247086266744,491.7199020540671,41.660753931044894,1738.03,-0.030715373388677702,1.3283212441544445,570.17096553392,566.6964510882119,0.02,0.026530763459593112,0.04223660759543708,-31.52625883766416
23,570.3564501583445,576.4363348187686,492.465052560907,501.21896175599863,36.359716158838154,1740.925,-0.01382284699253258,1.3660765913332757,570.5669248553976,569.9132398933442,0.02,0.02406490948352891,0.03444537160610364,-32.33872892419054
24,572.7785592085515,576.683586505597,489.8560656970211,501.031965466299,41.182142530835584,1738.0,0.0010460490534521132,1.3759190143954332,573.2619772780292,569.6679819290695,0.02,0.022527060967283886,0.028999237673843384,-32.812755091993395
25,569.2956784867131,576.1220209652876,495.8413985080592,506.15748889455494,36.99185574007618,1740.545,-0.0034163069522928622,1.3724238721396298,572.0774758281054,571.3321092600781,0.02,0.0229116184325699,0.027287761399123613,-32.63036920593353
26,558.1628739798931,579.4849587484911,491.50029715831704,496.19975969560875,37.91883425046039,1739.02,-0.005857884417813633,1.3682909084505712,573.5893404428573,569.7334901193417,0.02,0.021214234307028526,0.02834368445171552,-33.316559383525224
